euctr_id,title,reg_date,other_id,field,provenance
2005-001559-39,Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,2006-06-02,NA,ISRCTN number,results
2005-001486-33,Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome [Sicherheit und Wirksamkeit von Levetiracetam (Keppra) für die Behandlung des stationären Alkoholentzugsyndroms],2005-06-15,NA,US NCT number,protocol
2005-001486-33,Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome [Sicherheit und Wirksamkeit von Levetiracetam (Keppra) für die Behandlung des stationären Alkoholentzugsyndroms],2005-06-15,NA,other,protocol
2005-001486-33,Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome [Sicherheit und Wirksamkeit von Levetiracetam (Keppra) für die Behandlung des stationären Alkoholentzugsyndroms],2005-06-15,NA,US NCT number,results
2005-001486-33,Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome [Sicherheit und Wirksamkeit von Levetiracetam (Keppra) für die Behandlung des stationären Alkoholentzugsyndroms],2005-06-15,NA,ISRCTN number,results
2005-001456-20,„Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,2005-11-22,NA,US NCT number,protocol
2005-001456-20,„Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,2005-11-22,NA,other,protocol
2005-001456-20,„Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,2005-11-22,NA,US NCT number,results
2005-001456-20,„Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,2005-11-22,NA,ISRCTN number,results
2004-005172-17,Renal haemodynamics during application of contrast media in patients undergoing cardiac catheterisation with high risk of acute renal failure: randomized comparison of different contrast media,2006-05-22,NA,US NCT number,protocol
2004-005172-17,Renal haemodynamics during application of contrast media in patients undergoing cardiac catheterisation with high risk of acute renal failure: randomized comparison of different contrast media,2006-05-22,NA,other,protocol
2004-005172-17,Renal haemodynamics during application of contrast media in patients undergoing cardiac catheterisation with high risk of acute renal failure: randomized comparison of different contrast media,2006-05-22,NA,US NCT number,results
2004-005172-17,Renal haemodynamics during application of contrast media in patients undergoing cardiac catheterisation with high risk of acute renal failure: randomized comparison of different contrast media,2006-05-22,NA,ISRCTN number,results
2004-004352-40,Einfluss einer präoperativen Vakzinierung auf das Immunsystem und die postoperative Infektionsrate,2004-11-30,NA,US NCT number,protocol
2004-004352-40,Einfluss einer präoperativen Vakzinierung auf das Immunsystem und die postoperative Infektionsrate,2004-11-30,NA,other,protocol
2004-004352-40,Einfluss einer präoperativen Vakzinierung auf das Immunsystem und die postoperative Infektionsrate,2004-11-30,NA,US NCT number,results
2004-004352-40,Einfluss einer präoperativen Vakzinierung auf das Immunsystem und die postoperative Infektionsrate,2004-11-30,NA,ISRCTN number,results
2004-003816-47,Clinical pilot study on the effect of Metformin in adipose children and adolescents with insulin-resistance,2005-10-19,NA,US NCT number,protocol
2004-003816-47,Clinical pilot study on the effect of Metformin in adipose children and adolescents with insulin-resistance,2005-10-19,NA,other,protocol
2004-003816-47,Clinical pilot study on the effect of Metformin in adipose children and adolescents with insulin-resistance,2005-10-19,NA,US NCT number,results
2004-003816-47,Clinical pilot study on the effect of Metformin in adipose children and adolescents with insulin-resistance,2005-10-19,NA,ISRCTN number,results
2004-000957-47,Comparison of Bisoprolol and Carvedilol in elderly patients with heart failure. A randomised doubleblind multicenter trial,2007-11-08,NA,US NCT number,protocol
2004-000957-47,Comparison of Bisoprolol and Carvedilol in elderly patients with heart failure. A randomised doubleblind multicenter trial,2007-11-08,NA,other,protocol
2004-000957-47,Comparison of Bisoprolol and Carvedilol in elderly patients with heart failure. A randomised doubleblind multicenter trial,2007-11-08,NA,US NCT number,results
2004-000957-47,Comparison of Bisoprolol and Carvedilol in elderly patients with heart failure. A randomised doubleblind multicenter trial,2007-11-08,NA,ISRCTN number,results
2021-006176-16,Definition of neuroimaging and laboratory biomarkers as possible predictors for treatment response to Galcanezumab in high-frequency episodic migraine (PREDICT),2022-04-04,NA,US NCT number,protocol
2021-006176-16,Definition of neuroimaging and laboratory biomarkers as possible predictors for treatment response to Galcanezumab in high-frequency episodic migraine (PREDICT),2022-04-04,NA,other,protocol
2021-006176-16,Definition of neuroimaging and laboratory biomarkers as possible predictors for treatment response to Galcanezumab in high-frequency episodic migraine (PREDICT),2022-04-04,NA,US NCT number,results
2021-006176-16,Definition of neuroimaging and laboratory biomarkers as possible predictors for treatment response to Galcanezumab in high-frequency episodic migraine (PREDICT),2022-04-04,NA,ISRCTN number,results
2021-006031-25,Treatment of patients with Lichen planus with the JAK-Inhibitor Upadacitinib (Rinvoq®) – a mono-centered double-blinded placebo controlled randomized pilot study (investigator-initiated trial),2022-04-05,NA,US NCT number,protocol
2021-006031-25,Treatment of patients with Lichen planus with the JAK-Inhibitor Upadacitinib (Rinvoq®) – a mono-centered double-blinded placebo controlled randomized pilot study (investigator-initiated trial),2022-04-05,NA,other,protocol
2021-006031-25,Treatment of patients with Lichen planus with the JAK-Inhibitor Upadacitinib (Rinvoq®) – a mono-centered double-blinded placebo controlled randomized pilot study (investigator-initiated trial),2022-04-05,NA,US NCT number,results
2021-006031-25,Treatment of patients with Lichen planus with the JAK-Inhibitor Upadacitinib (Rinvoq®) – a mono-centered double-blinded placebo controlled randomized pilot study (investigator-initiated trial),2022-04-05,NA,ISRCTN number,results
2021-002245-15,A low-interventional study to investigate the efficacy and safety of SARS-CoV-2 vaccines in patients with rheumatic diseases.,2021-04-30,NA,US NCT number,protocol
2021-002245-15,A low-interventional study to investigate the efficacy and safety of SARS-CoV-2 vaccines in patients with rheumatic diseases.,2021-04-30,NA,other,protocol
2021-002245-15,A low-interventional study to investigate the efficacy and safety of SARS-CoV-2 vaccines in patients with rheumatic diseases.,2021-04-30,NA,US NCT number,results
2021-002245-15,A low-interventional study to investigate the efficacy and safety of SARS-CoV-2 vaccines in patients with rheumatic diseases.,2021-04-30,NA,ISRCTN number,results
2021-001512-28,Immunogenicity of COVID-19 vaccines in medical staff and special risk populations,2021-04-13,NA,US NCT number,protocol
2021-001512-28,Immunogenicity of COVID-19 vaccines in medical staff and special risk populations,2021-04-13,NA,other,protocol
2021-001512-28,Immunogenicity of COVID-19 vaccines in medical staff and special risk populations,2021-04-13,NA,US NCT number,results
2021-001512-28,Immunogenicity of COVID-19 vaccines in medical staff and special risk populations,2021-04-13,NA,ISRCTN number,results
2021-000962-14,"A Monocenter, Open Label Study to Evaluate the Safety and Efficacy of Daratumumab in Combination with Standard Background Therapy in Participants with Moderate to Severe Systemic Lupus Erythematosus",2021-04-19,NA,US NCT number,protocol
2021-000962-14,"A Monocenter, Open Label Study to Evaluate the Safety and Efficacy of Daratumumab in Combination with Standard Background Therapy in Participants with Moderate to Severe Systemic Lupus Erythematosus",2021-04-19,NA,other,protocol
2021-000962-14,"A Monocenter, Open Label Study to Evaluate the Safety and Efficacy of Daratumumab in Combination with Standard Background Therapy in Participants with Moderate to Severe Systemic Lupus Erythematosus",2021-04-19,NA,US NCT number,results
2021-000962-14,"A Monocenter, Open Label Study to Evaluate the Safety and Efficacy of Daratumumab in Combination with Standard Background Therapy in Participants with Moderate to Severe Systemic Lupus Erythematosus",2021-04-19,NA,ISRCTN number,results
2021-000613-16,"CCR1 antagonist treatment in patients hospitalized with COVID-19 A multi-centric, randomized, double-blind, and placebo-controlled clinical phase II trial",2021-09-08,NA,US NCT number,protocol
2021-000613-16,"CCR1 antagonist treatment in patients hospitalized with COVID-19 A multi-centric, randomized, double-blind, and placebo-controlled clinical phase II trial",2021-09-08,NA,other,protocol
2021-000613-16,"CCR1 antagonist treatment in patients hospitalized with COVID-19 A multi-centric, randomized, double-blind, and placebo-controlled clinical phase II trial",2021-09-08,NA,US NCT number,results
2021-000613-16,"CCR1 antagonist treatment in patients hospitalized with COVID-19 A multi-centric, randomized, double-blind, and placebo-controlled clinical phase II trial",2021-09-08,NA,ISRCTN number,results
2021-000319-21,Treating Nightmares in Posttraumatic Stress Disorder with the α-adrenergic Agents Clonidine and Doxazosin: A Randomized-Controlled Feasibility Study (ClonDoTrial),2021-07-01,NA,US NCT number,protocol
2021-000319-21,Treating Nightmares in Posttraumatic Stress Disorder with the α-adrenergic Agents Clonidine and Doxazosin: A Randomized-Controlled Feasibility Study (ClonDoTrial),2021-07-01,NA,other,protocol
2021-000319-21,Treating Nightmares in Posttraumatic Stress Disorder with the α-adrenergic Agents Clonidine and Doxazosin: A Randomized-Controlled Feasibility Study (ClonDoTrial),2021-07-01,NA,US NCT number,results
2021-000319-21,Treating Nightmares in Posttraumatic Stress Disorder with the α-adrenergic Agents Clonidine and Doxazosin: A Randomized-Controlled Feasibility Study (ClonDoTrial),2021-07-01,NA,ISRCTN number,results
2020-006144-18,"Post-resection/ablation chemotherapy in patients with metastatic colorectal cancer (FIRE-9 - PORT / AIO-KRK-0418) Prospective, randomized, open, multicenter Phase III trial to investigate the efficacy of active post-resection/ablation therapy in patients with metastatic colorectal cancer",2021-04-29,NA,US NCT number,protocol
2020-006144-18,"Post-resection/ablation chemotherapy in patients with metastatic colorectal cancer (FIRE-9 - PORT / AIO-KRK-0418) Prospective, randomized, open, multicenter Phase III trial to investigate the efficacy of active post-resection/ablation therapy in patients with metastatic colorectal cancer",2021-04-29,AIO Number AIO-KRK-0419,other,protocol
2020-006144-18,"Post-resection/ablation chemotherapy in patients with metastatic colorectal cancer (FIRE-9 - PORT / AIO-KRK-0418) Prospective, randomized, open, multicenter Phase III trial to investigate the efficacy of active post-resection/ablation therapy in patients with metastatic colorectal cancer",2021-04-29,NA,US NCT number,results
2020-006144-18,"Post-resection/ablation chemotherapy in patients with metastatic colorectal cancer (FIRE-9 - PORT / AIO-KRK-0418) Prospective, randomized, open, multicenter Phase III trial to investigate the efficacy of active post-resection/ablation therapy in patients with metastatic colorectal cancer",2021-04-29,NA,ISRCTN number,results
2020-004399-16,"Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",2021-02-23,NA,US NCT number,protocol
2020-004399-16,"Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",2021-02-23,NA,other,protocol
2020-004399-16,"Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",2021-02-23,NA,US NCT number,results
2020-004399-16,"Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",2021-02-23,NA,ISRCTN number,results
2020-004102-63,"AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",2020-11-12,NA,US NCT number,protocol
2020-004102-63,"AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",2020-11-12,NA,other,protocol
2020-004102-63,"AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",2020-11-12,NA,US NCT number,results
2020-004102-63,"AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",2020-11-12,NA,ISRCTN number,results
2020-001493-29,Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,2020-04-14,NA,US NCT number,protocol
2020-001493-29,Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,2020-04-14,NA,other,protocol
2020-001493-29,Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,2020-04-14,NA,US NCT number,results
2020-001493-29,Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,2020-04-14,NA,ISRCTN number,results
2019-004223-20,"Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",2021-03-30,NA,US NCT number,protocol
2019-004223-20,"Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",2021-03-30,NA,other,protocol
2019-004223-20,"Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",2021-03-30,NA,US NCT number,results
2019-004223-20,"Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",2021-03-30,NA,ISRCTN number,results
2019-001235-31,Factor XII-associated cold autoinflammatory syndrome (FACAS) linked to kallikrein-kinin pathology: Proof of concept treatment with Lanadelumab (DX-2930),2019-11-11,NA,US NCT number,protocol
2019-001235-31,Factor XII-associated cold autoinflammatory syndrome (FACAS) linked to kallikrein-kinin pathology: Proof of concept treatment with Lanadelumab (DX-2930),2019-11-11,NA,other,protocol
2019-001235-31,Factor XII-associated cold autoinflammatory syndrome (FACAS) linked to kallikrein-kinin pathology: Proof of concept treatment with Lanadelumab (DX-2930),2019-11-11,NA,US NCT number,results
2019-001235-31,Factor XII-associated cold autoinflammatory syndrome (FACAS) linked to kallikrein-kinin pathology: Proof of concept treatment with Lanadelumab (DX-2930),2019-11-11,NA,ISRCTN number,results
2018-004254-22,"Efficacy of Tofacitinib in Reduction of Inflammation Detected on MRI in Patients with Psoriatic ArthritiS PresenTing with Axial InvOlvement - a Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial (PASTOR)",2019-06-25,NA,US NCT number,protocol
2018-004254-22,"Efficacy of Tofacitinib in Reduction of Inflammation Detected on MRI in Patients with Psoriatic ArthritiS PresenTing with Axial InvOlvement - a Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial (PASTOR)",2019-06-25,NA,other,protocol
2018-004254-22,"Efficacy of Tofacitinib in Reduction of Inflammation Detected on MRI in Patients with Psoriatic ArthritiS PresenTing with Axial InvOlvement - a Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial (PASTOR)",2019-06-25,NA,US NCT number,results
2018-004254-22,"Efficacy of Tofacitinib in Reduction of Inflammation Detected on MRI in Patients with Psoriatic ArthritiS PresenTing with Axial InvOlvement - a Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial (PASTOR)",2019-06-25,NA,ISRCTN number,results
2018-004136-30,"An Open-Label, Pilot Study to assess the effect of Lanadelumab on the clinical signs and symptoms of Hereditary angioedema with normal C1-inhibitor",2019-03-14,NA,US NCT number,protocol
2018-004136-30,"An Open-Label, Pilot Study to assess the effect of Lanadelumab on the clinical signs and symptoms of Hereditary angioedema with normal C1-inhibitor",2019-03-14,NA,other,protocol
2018-004136-30,"An Open-Label, Pilot Study to assess the effect of Lanadelumab on the clinical signs and symptoms of Hereditary angioedema with normal C1-inhibitor",2019-03-14,NA,US NCT number,results
2018-004136-30,"An Open-Label, Pilot Study to assess the effect of Lanadelumab on the clinical signs and symptoms of Hereditary angioedema with normal C1-inhibitor",2019-03-14,NA,ISRCTN number,results
2018-002947-27,"Simvastatin add-on to Escitalopram in patients with comorbid obesity and major depression: A multicenter, randomized, double-blind, placebo-controlled trial",2019-03-07,NA,US NCT number,protocol
2018-002947-27,"Simvastatin add-on to Escitalopram in patients with comorbid obesity and major depression: A multicenter, randomized, double-blind, placebo-controlled trial",2019-03-07,NA,other,protocol
2018-002947-27,"Simvastatin add-on to Escitalopram in patients with comorbid obesity and major depression: A multicenter, randomized, double-blind, placebo-controlled trial",2019-03-07,NA,US NCT number,results
2018-002947-27,"Simvastatin add-on to Escitalopram in patients with comorbid obesity and major depression: A multicenter, randomized, double-blind, placebo-controlled trial",2019-03-07,NA,ISRCTN number,results
2018-002938-20,Avelumab + Paclitaxel/ Ramucirumab as second line treatment in gastro-esophageal adenocarcinoma: a phase II trial of the AIO,2018-12-03,NA,US NCT number,protocol
2018-002938-20,Avelumab + Paclitaxel/ Ramucirumab as second line treatment in gastro-esophageal adenocarcinoma: a phase II trial of the AIO,2018-12-03,NA,other,protocol
2018-002938-20,Avelumab + Paclitaxel/ Ramucirumab as second line treatment in gastro-esophageal adenocarcinoma: a phase II trial of the AIO,2018-12-03,NA,US NCT number,results
2018-002938-20,Avelumab + Paclitaxel/ Ramucirumab as second line treatment in gastro-esophageal adenocarcinoma: a phase II trial of the AIO,2018-12-03,NA,ISRCTN number,results
2018-000492-32,"Effects of antibiotics on micobiota, pulmonary immune response and incidence of ventilator-associated infections",2018-09-19,NA,US NCT number,protocol
2018-000492-32,"Effects of antibiotics on micobiota, pulmonary immune response and incidence of ventilator-associated infections",2018-09-19,NA,other,protocol
2018-000492-32,"Effects of antibiotics on micobiota, pulmonary immune response and incidence of ventilator-associated infections",2018-09-19,NA,US NCT number,results
2018-000492-32,"Effects of antibiotics on micobiota, pulmonary immune response and incidence of ventilator-associated infections",2018-09-19,NA,ISRCTN number,results
2017-005151-83,INDUCTION AND MAINTENANCE OF MUCOSAL HEALING IN CROHN’S DISEASE WITH USTEKINUMAB IN CLINICAL PRACTICE,2018-07-09,NA,US NCT number,protocol
2017-005151-83,INDUCTION AND MAINTENANCE OF MUCOSAL HEALING IN CROHN’S DISEASE WITH USTEKINUMAB IN CLINICAL PRACTICE,2018-07-09,NA,other,protocol
2017-005151-83,INDUCTION AND MAINTENANCE OF MUCOSAL HEALING IN CROHN’S DISEASE WITH USTEKINUMAB IN CLINICAL PRACTICE,2018-07-09,NA,US NCT number,results
2017-005151-83,INDUCTION AND MAINTENANCE OF MUCOSAL HEALING IN CROHN’S DISEASE WITH USTEKINUMAB IN CLINICAL PRACTICE,2018-07-09,NA,ISRCTN number,results
2017-004149-26,Effect of Metformin and Empagliflozin in insulin resistant patients with heart failure with reduced ejection fraction,2018-03-21,NA,US NCT number,protocol
2017-004149-26,Effect of Metformin and Empagliflozin in insulin resistant patients with heart failure with reduced ejection fraction,2018-03-21,NA,other,protocol
2017-004149-26,Effect of Metformin and Empagliflozin in insulin resistant patients with heart failure with reduced ejection fraction,2018-03-21,NA,US NCT number,results
2017-004149-26,Effect of Metformin and Empagliflozin in insulin resistant patients with heart failure with reduced ejection fraction,2018-03-21,NA,ISRCTN number,results
2017-003813-24,"A phase I/IIa, prospective, mono-center, randomized, open labeled, controlled study to assess the safety and efficacy of applying Iloprost locally in the fracture site to promote bone healing in patients with proximal humeral fracture",2018-05-02,NA,US NCT number,protocol
2017-003813-24,"A phase I/IIa, prospective, mono-center, randomized, open labeled, controlled study to assess the safety and efficacy of applying Iloprost locally in the fracture site to promote bone healing in patients with proximal humeral fracture",2018-05-02,NA,other,protocol
2017-003813-24,"A phase I/IIa, prospective, mono-center, randomized, open labeled, controlled study to assess the safety and efficacy of applying Iloprost locally in the fracture site to promote bone healing in patients with proximal humeral fracture",2018-05-02,NA,US NCT number,results
2017-003813-24,"A phase I/IIa, prospective, mono-center, randomized, open labeled, controlled study to assess the safety and efficacy of applying Iloprost locally in the fracture site to promote bone healing in patients with proximal humeral fracture",2018-05-02,NA,ISRCTN number,results
2017-002124-24,Oral Propranolol for prevention of threshold retinopathy of prematurity,2017-09-25,NCT03083431,US NCT number,protocol
2017-002124-24,Oral Propranolol for prevention of threshold retinopathy of prematurity,2017-09-25,other Study ID No 01GM1703,other,protocol
2017-002124-24,Oral Propranolol for prevention of threshold retinopathy of prematurity,2017-09-25,NA,US NCT number,results
2017-002124-24,Oral Propranolol for prevention of threshold retinopathy of prematurity,2017-09-25,NA,ISRCTN number,results
2017-001262-25,"A randomized, double-blind, placebo-controlled, proof-of-concept, multicenter, 16-week treatment study with a 16 week follow-up period to assess the exploratory efficacy and safety of Dupilumab (anti-IL4Ra) in adult patients with cholinergic urticaria despite H1-antihistamine treatment.",2018-08-06,NA,US NCT number,protocol
2017-001262-25,"A randomized, double-blind, placebo-controlled, proof-of-concept, multicenter, 16-week treatment study with a 16 week follow-up period to assess the exploratory efficacy and safety of Dupilumab (anti-IL4Ra) in adult patients with cholinergic urticaria despite H1-antihistamine treatment.",2018-08-06,NA,other,protocol
2017-001262-25,"A randomized, double-blind, placebo-controlled, proof-of-concept, multicenter, 16-week treatment study with a 16 week follow-up period to assess the exploratory efficacy and safety of Dupilumab (anti-IL4Ra) in adult patients with cholinergic urticaria despite H1-antihistamine treatment.",2018-08-06,NA,US NCT number,results
2017-001262-25,"A randomized, double-blind, placebo-controlled, proof-of-concept, multicenter, 16-week treatment study with a 16 week follow-up period to assess the exploratory efficacy and safety of Dupilumab (anti-IL4Ra) in adult patients with cholinergic urticaria despite H1-antihistamine treatment.",2018-08-06,NA,ISRCTN number,results
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",2017-12-08,NA,US NCT number,protocol
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",2017-12-08,NA,other,protocol
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",2017-12-08,NA,US NCT number,results
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",2017-12-08,NA,ISRCTN number,results
2017-000058-21,Left atrial appendage CLOSURE in patients with Atrial Fibrillation at high risk of stroke and bleeding compared to medical therapy: a prospective randomized clinical trial,2017-08-28,NCT03463317,US NCT number,protocol
2017-000058-21,Left atrial appendage CLOSURE in patients with Atrial Fibrillation at high risk of stroke and bleeding compared to medical therapy: a prospective randomized clinical trial,2017-08-28,NA,other,protocol
2017-000058-21,Left atrial appendage CLOSURE in patients with Atrial Fibrillation at high risk of stroke and bleeding compared to medical therapy: a prospective randomized clinical trial,2017-08-28,NA,US NCT number,results
2017-000058-21,Left atrial appendage CLOSURE in patients with Atrial Fibrillation at high risk of stroke and bleeding compared to medical therapy: a prospective randomized clinical trial,2017-08-28,NA,ISRCTN number,results
2016-003802-14,Skin penetration of anti-inflammatory compounds in lesional compared to non-lesional skin of psoriasis patients,2016-10-14,NA,US NCT number,protocol
2016-003802-14,Skin penetration of anti-inflammatory compounds in lesional compared to non-lesional skin of psoriasis patients,2016-10-14,NA,other,protocol
2016-003802-14,Skin penetration of anti-inflammatory compounds in lesional compared to non-lesional skin of psoriasis patients,2016-10-14,NA,US NCT number,results
2016-003802-14,Skin penetration of anti-inflammatory compounds in lesional compared to non-lesional skin of psoriasis patients,2016-10-14,NA,ISRCTN number,results
2016-003175-22,Two-arm randomized phase II trial to assess the feasibility and efficacy of a treatment with Durvalumab a PDL1-Inhibitor plus Tremelimumab a CTLA-4- Inhibitor in combination with radiotherapy and a treatment with Durvalumab in combination with radiotherapy as first-line therapy for patients with non-resectable locally advanced HPV negative HNSCC- A COMPARISON WITH A HISTORICAL CONTROL GROUP-- DuTRe-raD,2017-11-13,NA,US NCT number,protocol
2016-003175-22,Two-arm randomized phase II trial to assess the feasibility and efficacy of a treatment with Durvalumab a PDL1-Inhibitor plus Tremelimumab a CTLA-4- Inhibitor in combination with radiotherapy and a treatment with Durvalumab in combination with radiotherapy as first-line therapy for patients with non-resectable locally advanced HPV negative HNSCC- A COMPARISON WITH A HISTORICAL CONTROL GROUP-- DuTRe-raD,2017-11-13,NA,other,protocol
2016-003175-22,Two-arm randomized phase II trial to assess the feasibility and efficacy of a treatment with Durvalumab a PDL1-Inhibitor plus Tremelimumab a CTLA-4- Inhibitor in combination with radiotherapy and a treatment with Durvalumab in combination with radiotherapy as first-line therapy for patients with non-resectable locally advanced HPV negative HNSCC- A COMPARISON WITH A HISTORICAL CONTROL GROUP-- DuTRe-raD,2017-11-13,NA,US NCT number,results
2016-003175-22,Two-arm randomized phase II trial to assess the feasibility and efficacy of a treatment with Durvalumab a PDL1-Inhibitor plus Tremelimumab a CTLA-4- Inhibitor in combination with radiotherapy and a treatment with Durvalumab in combination with radiotherapy as first-line therapy for patients with non-resectable locally advanced HPV negative HNSCC- A COMPARISON WITH A HISTORICAL CONTROL GROUP-- DuTRe-raD,2017-11-13,NA,ISRCTN number,results
2015-005757-12,"Effect of IV iron (ferric carboxymaltose, Ferinject) on exercise tolerance, symptoms and quality of life in patients with heart failure with preserved ejection fraction (HFpEF) and iron deficiency with and without anaemia",2017-05-02,NA,US NCT number,protocol
2015-005757-12,"Effect of IV iron (ferric carboxymaltose, Ferinject) on exercise tolerance, symptoms and quality of life in patients with heart failure with preserved ejection fraction (HFpEF) and iron deficiency with and without anaemia",2017-05-02,NA,other,protocol
2015-005757-12,"Effect of IV iron (ferric carboxymaltose, Ferinject) on exercise tolerance, symptoms and quality of life in patients with heart failure with preserved ejection fraction (HFpEF) and iron deficiency with and without anaemia",2017-05-02,NA,US NCT number,results
2015-005757-12,"Effect of IV iron (ferric carboxymaltose, Ferinject) on exercise tolerance, symptoms and quality of life in patients with heart failure with preserved ejection fraction (HFpEF) and iron deficiency with and without anaemia",2017-05-02,NA,ISRCTN number,results
2015-004172-30,"Prevention of paclitaxel-related neurological side effects with lithium – a randomized, double-blind, placebo-controlled, explorative proof-of-concept phase II clinical trial to counteract chemotherapy induced neurotoxicity",2021-04-16,NA,US NCT number,protocol
2015-004172-30,"Prevention of paclitaxel-related neurological side effects with lithium – a randomized, double-blind, placebo-controlled, explorative proof-of-concept phase II clinical trial to counteract chemotherapy induced neurotoxicity",2021-04-16,NA,other,protocol
2015-004172-30,"Prevention of paclitaxel-related neurological side effects with lithium – a randomized, double-blind, placebo-controlled, explorative proof-of-concept phase II clinical trial to counteract chemotherapy induced neurotoxicity",2021-04-16,NA,US NCT number,results
2015-004172-30,"Prevention of paclitaxel-related neurological side effects with lithium – a randomized, double-blind, placebo-controlled, explorative proof-of-concept phase II clinical trial to counteract chemotherapy induced neurotoxicity",2021-04-16,NA,ISRCTN number,results
