euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Germany - PEI,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-03-25
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",France - ANSM,Completed,"Wyeth Research Division of Wyeth Pharmaceuticals Inc., Clinical Research and Development",Commercial,United States,NA,2008-03-27
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Finland - Fimea,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-03-31
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Sweden - MPA,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-04-03
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E &#949;4 Carriers",Italy - Italian Medicines Agency,Prematurely Ended,"Wyeth Research Division, Wyeth Pharmeceuticals Inc.",Commercial,United States,NA,2008-04-22
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Portugal - INFARMED,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-04-24
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Austria - BASG,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-05-07
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Netherlands - Competent Authority,Prematurely Ended,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2008-06-02
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Denmark - DHMA,Prematurely Ended,"Wyeth Research Division of Wyeth Pharmaceuticals Inc., Clinical Research and Development",Commercial,United States,NA,2008-07-30
2007-005995-14,"Ensayo de fase III, multicéntrico, aleatorizado, en doble ciego, controlado con placebo y de grupos paralelos, sobre la eficacia y la seguridad del bapineuzumab (AAB-001, ELN115727) en pacientes con enfermedad de Alzheimer de grado leve a moderado que son portadores de la apolipoproteína E (ApoE) e4",Spain - AEMPS,Prematurely Ended,"Wyeth Research Division of Wyeth Pharmaceuticals Inc., Clinical Research and Development",Commercial,United States,NA,2010-03-08
2007-005995-14,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) in Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E ε4 Carriers",Slovakia - SIDC (Slovak),Completed,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola road, Collegeville, PA 19426 USA",Commercial,United States,"Wyeth, a Pfizer company",2010-04-15
2011-004168-30,A randomized phase II trial comparing pazopanib with doxorubicin as first line treatment in elderly patients with metastatic or advanced soft tissue sarcoma,Germany - BfArM,Completed,Hannover Medical School,Non-Commercial,Germany,GlaxoSmithKline,2012-06-04
2011-004168-30,A randomized phase II trial comparing pazopanib with doxorubicin as first line treatment in elderly patients with metastatic or advanced soft tissue sarcoma,Belgium - FPS Health-DGM,Completed,Hannover Medical School,Non-Commercial,Germany,GlaxoSmithKline,2014-02-03
2010-019866-96,"A Phase III multicenter, international, randomized, double-blind, placebo-controlled study of doxorubicin plus palifosfamide-tris vs. doxorubicin plus placebo in patients with front-line metastatic soft tissue sarcoma",Belgium - FPS Health-DGM,Prematurely Ended,ZIOPHARM Oncology Inc,Commercial,United States,ZIOPHARM Oncology Inc,2010-05-19
2010-019866-96,"A Phase III multicenter, international, randomized, double-blind, placebo-controlled study of doxorubicin plus palifosfamide-tris vs. doxorubicin plus placebo in patients with front-line metastatic soft tissue sarcoma",UK - MHRA,Prematurely Ended,ZIOPHARM Oncology Inc,Commercial,United States,NA,2010-06-17
2010-019866-96,"Estudio de fase III, internacional, multicéntrico, aleatorizado, doble ciego, controlado con placebo de doxorrubicina más palifosfamida-tris comparado con doxorrubicina más placebo en pacientes con sarcoma de tejido blando metastásico en primera línea.",Spain - AEMPS,Ongoing,ZIOPHARM Oncology Inc,Commercial,United States,NA,2010-10-26
2010-019866-96,"A Phase III multicenter, international, randomized, double-blind, placebo-controlled study of doxorubicin plus palifosfamide-tris vs. doxorubicin plus placebo in patients with front-line metastatic soft tissue sarcoma",Italy - Italian Medicines Agency,Prematurely Ended,ZIOPHARM Oncology Inc,Commercial,United States,NA,2010-11-30
2009-010738-23,Multi-Center Phase II Study with Pomalidomide in Patients with Myeloproliferative Neoplasms in Fibrotic Stage,Germany - BfArM,Completed,Universitätsklinikum Ulm,Non-Commercial,Germany,Celgene GmbH,2009-09-09
2012-002716-10,"An international prospective, double-blind, placebo-controlled phase III RCT in which patients with moderate to severe psoriasis vulgaris are treated with s.c. methotrexate using an optimized treatment schedule",Germany - BfArM,Completed,Prof. Dr. Kristian Reich,Non-Commercial,Germany,medac GmbH,2012-11-02
2012-002716-10,"An international prospective, double-blind, placebo-controlled phase III RCT in which patients with moderate to severe psoriasis vulgaris are treated with s.c. methotrexate using an optimized treatment schedule",UK - MHRA,Completed,Prof. Dr. Kristian Reich,Non-Commercial,Germany,medac GmbH,2012-11-08
2012-002716-10,"An international prospective, double-blind, placebo-controlled phase III RCT in which patients with moderate to severe psoriasis vulgaris are treated with s.c. methotrexate using an optimized treatment schedule",Netherlands - Competent Authority,Completed,Prof. Dr. Kristian Reich,Non-Commercial,Germany,medac GmbH,2012-11-19
2011-005615-87,"A multicenter, randomized, double-blind, placebo-controlled 12-week, parallel-group study with a 6 week follow up period to demonstrate efficacy and safety of subcutaneous Omalizumab in patients with urticaria factitia refractory to standard treatment",Germany - PEI,Completed,"Allergie-Centrum-Charité, Charité - Universitätsmedizin Berlin",Non-Commercial,Germany,Novartis Pharma,2012-07-24
2011-003746-41,"A two-center, double blind, placebo-controlled study in parallel design to assess the efficacy and safety of 150 and 300 mg omalizumab in subjects with antihistamine-resistant cold contact urticaria (CCU)",Germany - PEI,Prematurely Ended,"Allergie-Centrum-Charité, Department of Dermatology and Allergy, Charité - Universitätsmedizin Berlin",Non-Commercial,Germany,Novartis Pharma,2011-11-28
2008-001405-41,A prospective trial of treatment with Lenalidomide-Melphalan-Dexamethason (L-Mel-Dex) in untreated patients with AL amyloidosis (LEOMEX),Germany - BfArM,Completed,GMIHO mbH,Non-Commercial,Germany,NA,2008-08-28
2009-009998-10,"Myfortic (enteric-coated mycophenolate sodium) for the treatment of non-infectous intermediate uveitis – a prospective, controlled randomized multicenter trial",Germany - BfArM,Completed,"Centre for Ophthalmology, University of Tuebingen",Non-Commercial,Germany,NA,2009-12-02
2011-005471-17,Phase II Study for the Evaluation of the Efficacy of Gemcitabine plus Erlotinib in Rash-positive Patients with metastatic pancreatic cancer and good risk factors,Germany - BfArM,Completed,Klinikum der Universität München-Großhadern,Non-Commercial,Germany,LMU München,2012-01-03
2012-003362-41,"Randomized, double-blind, multicentre study to compare the efficacy and safety of two different dosages of a novel budesonide suppository versus a mesalazine suppository versus a combination therapy of budesonide/mesalazine suppositories in patients with acute ulcerative proctitis",Germany - BfArM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2013-04-16
2006-001641-33,Positronen-Emissionstomographie-gesteuerte Therapie aggressiver Non-Hodgkin-Lymphome (Positron emission tomography guided therapy of aggressive non-Hodgkin's lymphomas),Germany - BfArM,Completed,Universitätsklinikum Essen,Non-Commercial,Germany,Deutsche Krebshilfe,2007-04-25
2010-021790-37,"Comparison of clinical and metabolic effects of testosterone and estradiol in adult gonadectomized patients with 46,XY DSD due to complete androgen insensitivity syndrome (CAIS)",Germany - BfArM,Completed,"Universitätsklinikum Schleswig-Holstein, Campus Lübeck",Non-Commercial,Germany,German Federal Ministry of Education and Resarch,2011-08-10
2012-004383-22,"Perioperative complications in obese and non-obese patients: Prevention and treatment of wound infections and post-operative pain. Prospective, open, monocentric study to investigate perioperative tissue concentrations of antibiotics and regional analgesics using microdialysis in obese and non-obese patients.",Germany - BfArM,Completed,University of Leipzig,Non-Commercial,Germany,Bundesministerium für Bildung und Forschung,2013-01-15
2015-002726-39,"A Phase IIa prospective, open-label, multicenter study to determine the pharmacokinetics (PK) and safety and tolerability of aztreonam-avibactam (ATM-AVI) for the treatment of complicated Intra-Abdominal Infections (cIAIs) in hospitalized adults",Germany - BfArM,Completed,Pfizer Inc.,Commercial,United States,Pfizer Inc.,2015-12-09
2015-002726-39,"A Phase IIa prospective, open-label, multicenter study to determine the pharmacokinetics (PK) and safety and tolerability of aztreonam-avibactam (ATM-AVI) for the treatment of complicated Intra-Abdominal Infections (cIAIs) in hospitalized adults",Spain - AEMPS,Completed,AstraZeneca AB,Commercial,Sweden,AstraZeneca AB,2016-02-03
2010-020606-15,"An open-label, randomized phase III trial of cisplatin and 5-fluorouracil with or without panitumumab for patients with nonresectable, advanced or metastatic esophageal squamous cell cancer",Germany - PEI,Prematurely Ended,AIO-Studien-gGmbH,Non-Commercial,Germany,Amgen GmbH,2011-12-02
2010-020606-15,"An open-label, randomized phase III trial of cisplatin and 5-fluorouracil with or without panitumumab for patients with nonresectable, advanced or metastatic esophageal squamous cell cancer",Belgium - FPS Health-DGM,Completed,AIO-Studien-gGmbH,Non-Commercial,Germany,Amgen GmbH,2012-10-29
2010-020606-15,"An open-label, randomized phase III trial of cisplatin and 5-fluorouracil with or without panitumumab for patients with nonresectable, advanced or metastatic esophageal squamous cell cancer",Austria - BASG,Prematurely Ended,AIO-Studien-gGmbH,Non-Commercial,Germany,Amgen GmbH,2012-11-28
2010-020606-15,"An open-label, randomized phase III trial of cisplatin and 5-fluorouracil with or without panitumumab for patients with nonresectable, advanced or metastatic esophageal squamous cell cancer",Spain - AEMPS,Prematurely Ended,AIO-Studien-gGmbH,Non-Commercial,Germany,Amgen GmbH,2013-02-04
2009-013099-38,"Sequential first-line therapy in metastatic colorectal cancer with Capecitabine/FUFA, Irinotecan and Bevacizumab - Capecitabine/FUFA plus Bevacizumab versus Capecitabine/FUFA plus Irinotecan plus Bevacizumab as first-line therapy in metastatic colorectal cancer -",Germany - PEI,Completed,"Klinikum der Universität München, Anstalt des öffentlichen Rechts vertreten durch den Vorstand",Non-Commercial,Germany,NA,2010-06-04
2004-002501-72,Studie zur neoadjuvanten Therapie bei Hochrisikopatienten mit Weichteilsarkom (STS) im Erwachsenenalter,Germany - BfArM,Ongoing,NA,NA,NA,NA,2004-10-20
2004-002501-72,Studie zur neoadjuvanten Therapie bei Hochrisikopatienten mit Weichteilsarkom (STS) im Erwachsenenalter,Germany - BfArM,Ongoing,NA,NA,NA,NA,2004-10-20
2008-008527-14,"A Randomized, Double-Blind, Active Controlled Study Comparing the Intravenous Dose of Morphine and Oxycodone Combined in a Ratio of 1:1 Versus Morphine Alone Required to Achieve Effective Pain Control After Total Hip Replacement and the Untoward Effects of Combined Morphine and Oxycodone vs. Morphine Alone",Germany - BfArM,Ongoing,University of Witten/Herdecke,Non-Commercial,Germany,NA,2009-02-17
2007-002808-18,A double-blind placebo controlled dose-response study for evaluation of safety and efficacy of immunotherapy with a cocktail of recombinant major allergens of Timothy Grass Pollen (Phleum pratense) adsorbed onto aluminium hydroxide in patients with IgE-mediated allergic rhinitis/rhinoconjunctivitis with or without bronchial asthma,Germany - PEI,Completed,ALLERGOPHARMA JOACHIM GANZER KG,Commercial,Germany,NA,2007-07-10
2007-007146-34,The Anti-Interleukin-1 in Diabetes Action trial,Denmark - DHMA,Completed,Steno Diabetes Center,Non-Commercial,Denmark,NA,2008-07-21
2007-007146-34,The Anti-Interleukin-1 in Diabetes Action trial,Germany - BfArM,Completed,Steno Diabetes Center,Non-Commercial,Denmark,NA,2008-08-25
2007-007146-34,"Estudio aleatorizado del efecto del antagonista del receptor de interleucina 1 (anakinra, Kineret®) sobre la producción de insulina en pacientes con diabetes tipo 1 - The Anti-Interleukin-1 in Diabetes Action trial",Spain - AEMPS,Prematurely Ended,Steno Diabetes Center,Non-Commercial,Denmark,NA,2009-03-11
2007-007146-34,The Anti-Interleukin-1 in Diabetes Action trial,Denmark - DHMA,Completed,Steno Diabetes Center,Non-Commercial,Denmark,NA,2008-07-21
2007-007146-34,The Anti-Interleukin-1 in Diabetes Action trial,Germany - BfArM,Completed,Steno Diabetes Center,Non-Commercial,Denmark,NA,2008-08-25
2007-007146-34,"Estudio aleatorizado del efecto del antagonista del receptor de interleucina 1 (anakinra, Kineret®) sobre la producción de insulina en pacientes con diabetes tipo 1 - The Anti-Interleukin-1 in Diabetes Action trial",Spain - AEMPS,Prematurely Ended,Steno Diabetes Center,Non-Commercial,Denmark,NA,2009-03-11
2010-023942-63,The safety and feasibility of delivering xenon to patients before and after coronary artery bypass graft implantation: a pilot study,Germany - BfArM,Completed,"Clinical Trials Center Aachen, University of Aachen",Non-Commercial,Germany,NA,2010-12-06
2007-004219-75,"Open-label, randomized, controlled, multicenter phase III study investigating cetuximab in combination with capecitabine (Xeloda, X) and cisplatin (P) versus XP alone as first-line treatment for subjects with advanced gastric adenocarcinoma including adenocarcinoma of the gastroesophageal junction.",Germany - PEI,Prematurely Ended,Merck KGaA,Commercial,Germany,Merck KGaA,2008-01-14
2007-004219-75,"Open-label, randomized, controlled, multicenter phase III study investigating cetuximab in combination with capecitabine (Xeloda, X) and cisplatin (P) versus XP alone as first-line treatment for subjects with advanced gastric adenocarcinoma including adenocarcinoma of the gastroesophageal junction.",Czech Republic - SUKL,Completed,Merck KGaA,Commercial,Germany,NA,2008-02-01
2007-004219-75,"Open-label, randomized, controlled, multicenter phase III study investigating cetuximab in combination with capecitabine (Xeloda, X) and cisplatin (P) versus XP alone as first-line treatment for subjects with advanced gastric adenocarcinoma including adenocarcinoma of the gastroesophageal junction.",Belgium - FPS Health-DGM,Prematurely Ended,Merck KGaA,Commercial,Germany,Merck KGaA,2008-03-05
